Pays_cluster,%prot_anim_prot_tot,dispo_prot_hab_ans,dispo_kcal_hab_ans,pop_ratio
1,-1.5102801034785087,-1.1920515610262532,-1.2038498196450715,1.2673189034491275
2,-0.4617926433165876,-1.039304969233527,-1.0175010402368534,-0.17531501135702007
3,-0.2213731737549609,0.5979104571756527,0.6587652203071668,1.03711448152607
4,0.9367339319505235,0.1813930808716281,0.12530932576162584,-0.9621178096145053
5,1.2567119885995328,1.4520529922124994,1.4372763138131324,-1.167000564003671
